City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Tiznit,29.5833,-9.5,64.56,73,0,1.45,MA,2022-07-03 04:02:13
292,Beipiao,41.7919,120.7792,86.85,55,100,12.73,CN,2022-07-03 04:02:13
293,Kabare,-2.4683,28.8242,55.76,92,38,0.63,CD,2022-07-03 04:02:14
294,Lagoa,39.05,-27.9833,64.8,87,70,11.61,PT,2022-07-03 04:02:14
295,Viransehir,37.2353,39.7631,83.37,16,0,16.58,TR,2022-07-03 04:02:15
296,Mackay,-21.15,149.2,64.69,89,100,11.1,AU,2022-07-03 04:00:40
297,Rundu,-17.9333,19.7667,48.85,75,0,5.1,NA,2022-07-03 04:00:32
298,Sarkikaraagac,38.0794,31.3664,58.66,67,0,5.48,TR,2022-07-03 04:02:15
299,Ejea De Los Caballeros,42.1263,-1.1372,66.42,68,4,4.25,ES,2022-07-03 04:02:16
300,Los Alamos,35.8881,-106.307,64.67,73,100,10.36,US,2022-07-03 04:02:16
301,Arroyo Grande,35.1186,-120.5907,59.09,83,100,11.5,US,2022-07-03 04:02:16
302,Turukhansk,65.8167,87.9833,56.01,87,100,6.08,RU,2022-07-03 04:02:17
303,Kabalo,-6.05,26.9167,68.18,54,0,4.45,CD,2022-07-03 04:02:17
304,Almaznyy,48.0448,40.045,62.04,61,0,13.31,RU,2022-07-03 04:02:18
305,Port Hedland,-20.3167,118.5667,73.45,20,0,21.85,AU,2022-07-03 04:02:18
306,Cuenca,-2.8833,-78.9833,52.99,98,98,3.38,EC,2022-07-03 04:00:03
307,Wembley,-31.9333,115.8,64.36,47,0,13.8,AU,2022-07-03 04:02:18
308,Comodoro Rivadavia,-45.8667,-67.5,43.63,48,54,26.28,AR,2022-07-03 04:01:53
309,Vieste,41.8825,16.175,78.64,70,0,9.4,IT,2022-07-03 04:02:19
310,San Patricio,28.017,-97.5169,85.89,80,31,14.76,US,2022-07-03 04:02:19
311,Risor,58.7206,9.2342,59.29,87,72,13.87,NO,2022-07-03 04:02:20
312,Urbino,43.7298,12.6356,72.9,59,26,2.84,IT,2022-07-03 04:02:21
313,Rocha,-34.4833,-54.3333,39.6,91,3,3.22,UY,2022-07-03 04:02:21
314,Lompoc,34.6391,-120.4579,58.01,93,100,16.11,US,2022-07-03 04:02:21
315,Labuhan,-6.8844,112.2051,86.34,66,46,9.1,ID,2022-07-03 04:02:21
316,Nushki,29.5542,66.0215,94.93,35,0,4.18,PK,2022-07-03 04:02:22
317,Grindavik,63.8424,-22.4338,48.67,93,75,16.11,IS,2022-07-03 04:02:22
318,Garoua Boulai,5.8833,14.55,60.87,93,84,1.39,CM,2022-07-03 04:03:22
319,Katete,-0.7818,29.7544,59.47,70,84,3.22,UG,2022-07-03 04:03:23
320,Yulara,-25.2406,130.9889,56.97,29,0,17.09,AU,2022-07-03 04:03:23
321,Katsuura,35.1333,140.3,81.18,80,97,12.88,JP,2022-07-03 04:03:23
322,Elat,29.5581,34.9482,84.04,37,0,4.61,IL,2022-07-03 04:03:24
323,Hendrina,-26.1588,29.7153,39.51,60,0,2.95,ZA,2022-07-03 04:03:24
324,Carbonia,39.1672,8.5222,71.01,67,45,3.89,IT,2022-07-03 04:01:43
325,Kurtamysh,54.9103,64.4319,65.12,64,24,5.39,RU,2022-07-03 04:03:24
326,Karaton,-6.3424,106.1045,87.22,61,12,0.43,ID,2022-07-03 04:03:25
327,Surt,31.2089,16.5887,77.9,66,0,1.52,LY,2022-07-03 04:02:57
328,Faanui,-16.4833,-151.75,79.07,65,17,14.52,PF,2022-07-03 04:03:26
329,Hofn,64.2539,-15.2082,52.23,72,100,13.98,IS,2022-07-03 04:03:26
330,Manaus,-3.1019,-60.025,81.1,89,0,5.75,BR,2022-07-03 04:01:57
331,Antofagasta,-23.65,-70.4,56.48,82,49,4.7,CL,2022-07-03 03:56:11
332,Nouadhibou,20.931,-17.0347,67.73,85,0,21.25,MR,2022-07-03 04:02:29
333,Vallenar,-28.5708,-70.7581,59.07,35,100,2.33,CL,2022-07-03 03:57:25
334,Acapulco,16.8634,-99.8901,84.02,74,40,9.22,MX,2022-07-03 04:03:28
335,Anchorage,61.2181,-149.9003,77.65,41,20,13.8,US,2022-07-03 04:03:28
336,Vao,-22.6667,167.4833,73.35,79,99,18.41,NC,2022-07-03 04:03:28
337,Atyrau,47.1167,51.8833,57.22,82,75,6.71,KZ,2022-07-03 04:03:29
338,Cabra,37.4725,-4.4421,70.66,80,82,1.01,ES,2022-07-03 04:01:52
339,Lagos,6.5833,3.75,77.32,90,70,3.24,NG,2022-07-03 03:59:24
340,Zyryanka,65.75,150.85,70.56,34,89,9.8,RU,2022-07-03 04:03:30
341,Wilmington,34.2257,-77.9447,78.94,91,21,1.99,US,2022-07-03 04:00:00
342,Xai-Xai,-25.0519,33.6442,60.35,93,0,6.64,MZ,2022-07-03 04:02:05
343,Annonay,45.2397,4.6708,65.82,61,3,3.02,FR,2022-07-03 04:03:31
344,Gorom-Gorom,14.4439,-0.2361,84.42,56,84,10.54,BF,2022-07-03 04:03:31
345,Qaqortoq,60.7167,-46.0333,45.99,72,100,2.77,GL,2022-07-03 04:03:31
346,Kuching,1.55,110.3333,88.02,74,40,3.44,MY,2022-07-03 04:03:26
347,Coquimbo,-29.9533,-71.3436,49.73,87,0,5.75,CL,2022-07-03 04:03:32
348,Kirkwood,38.5834,-90.4068,73.71,94,89,4.0,US,2022-07-03 04:03:32
349,Catamarca,-28.4696,-65.7852,54.77,39,60,5.01,AR,2022-07-03 04:00:03
350,Gumdag,39.2061,54.5906,82.17,37,61,6.87,TM,2022-07-03 04:03:33
351,Gashua,12.871,11.0482,83.66,56,97,11.79,NG,2022-07-03 04:03:33
352,El Campo,29.1966,-96.2697,82.81,83,40,6.91,US,2022-07-03 04:03:35
353,Boa Vista,2.8197,-60.6733,78.78,83,40,1.14,BR,2022-07-03 04:02:24
354,Sao Joao Da Barra,-21.6403,-41.0511,68.68,83,0,13.8,BR,2022-07-03 04:03:02
355,Olga,43.7444,135.2892,87.82,42,20,9.13,RU,2022-07-03 04:03:36
356,Sheopur,25.6667,76.7,89.22,60,100,7.11,IN,2022-07-03 04:03:37
357,Muros,42.7762,-9.0603,65.08,80,9,14.07,ES,2022-07-03 04:03:30
358,Notodden,59.5594,9.2585,59.76,81,60,6.11,NO,2022-07-03 04:03:38
359,Massaguet,12.4755,15.4365,79.02,73,97,9.08,TD,2022-07-03 04:03:38
360,Hamilton,39.1834,-84.5333,77.63,62,100,3.18,US,2022-07-03 03:59:05
361,Lasa,46.6166,10.7002,60.37,88,32,3.44,IT,2022-07-03 04:03:39
362,Kloulklubed,7.0419,134.2556,85.1,74,80,12.03,PW,2022-07-03 03:53:48
363,Abu Dhabi,24.4667,54.3667,91.42,77,100,4.61,AE,2022-07-03 04:04:25
364,Ancud,-41.8697,-73.8203,42.22,76,100,15.7,CL,2022-07-03 04:04:40
365,Ulladulla,-35.35,150.4667,58.1,71,100,20.15,AU,2022-07-03 04:00:34
366,Ketchikan,55.3422,-131.6461,70.27,64,0,3.44,US,2022-07-03 04:04:40
367,Torbay,47.6666,-52.7314,63.28,88,100,8.99,CA,2022-07-03 04:04:41
368,Arlit,18.7369,7.3853,88.38,23,88,1.28,NE,2022-07-03 04:04:41
369,Norway,45.7869,-87.9037,57.54,70,100,0.0,US,2022-07-03 04:04:41
370,Baindur,13.8667,74.6333,80.4,85,100,11.39,IN,2022-07-03 04:04:42
371,Raton,36.9034,-104.4391,61.41,87,100,3.44,US,2022-07-03 04:04:42
372,Olinda,-8.0089,-34.8553,76.66,75,83,14.5,BR,2022-07-03 04:02:42
373,Valleyview,55.0667,-117.2859,54.01,80,26,3.69,CA,2022-07-03 04:04:42
374,Alyangula,-13.8483,136.4192,72.48,74,100,17.49,AU,2022-07-03 04:04:43
375,Nuevo Ideal,24.8875,-105.0728,60.89,83,100,6.35,MX,2022-07-03 04:04:43
376,Asarganj,25.15,86.6833,93.42,53,80,8.93,IN,2022-07-03 04:04:43
377,Naze,28.3667,129.4833,78.01,86,92,17.36,JP,2022-07-03 04:03:28
378,Nipawin,53.3668,-104.0009,54.21,77,83,4.41,CA,2022-07-03 04:04:44
379,King City,36.2127,-121.126,66.92,72,0,8.57,US,2022-07-03 04:04:45
380,Acajutla,13.5928,-89.8275,78.22,87,100,8.23,SV,2022-07-03 04:02:54
381,Yumen,40.2833,97.2,84.54,19,10,10.31,CN,2022-07-03 04:04:46
382,Nahan,30.55,77.3,88.25,54,80,6.29,IN,2022-07-03 04:03:03
383,Panzhihua,26.5851,101.7128,84.27,59,26,1.39,CN,2022-07-03 04:02:34
384,Burnie,-41.0667,145.9167,51.6,56,4,2.48,AU,2022-07-03 04:04:47
385,Borogontsy,62.6683,131.1683,82.69,36,100,5.88,RU,2022-07-03 04:04:47
386,Dillon,34.4166,-79.3712,79.14,93,8,4.47,US,2022-07-03 04:04:47
387,Axim,4.8699,-2.2405,76.21,82,70,7.63,GH,2022-07-03 04:04:48
388,Hohhot,40.8106,111.6522,79.0,51,41,12.21,CN,2022-07-03 04:02:27
389,Chapais,49.7834,-74.8492,39.29,92,13,5.3,CA,2022-07-03 04:04:49
390,Zhigansk,66.7697,123.3711,73.2,44,86,15.43,RU,2022-07-03 04:04:49
391,Taltal,-25.4,-70.4833,58.05,76,77,5.17,CL,2022-07-03 04:04:49
392,Martapura,-3.4167,114.85,87.89,66,40,5.75,ID,2022-07-03 04:02:52
393,Hazorasp,41.3194,61.0742,82.24,14,70,10.8,UZ,2022-07-03 04:02:24
394,Desna,50.9273,30.7605,67.86,60,29,4.09,UA,2022-07-03 04:04:50
395,Shingu,33.7333,135.9833,77.4,91,100,1.07,JP,2022-07-03 04:04:50
396,Revda,56.801,59.9303,63.09,62,98,4.85,RU,2022-07-03 04:01:50
397,Granadilla De Abona,28.1188,-16.576,63.19,80,20,6.91,ES,2022-07-03 04:01:50
398,Kourou,5.1552,-52.6478,81.1,90,89,6.2,GF,2022-07-03 04:00:28
399,Villa Carlos Paz,-31.4241,-64.4978,39.4,39,1,4.68,AR,2022-07-03 04:02:24
400,Visby,57.6409,18.296,61.83,94,4,0.0,SE,2022-07-03 04:01:35
401,Alamos,27.0167,-108.9333,80.71,69,70,1.66,MX,2022-07-03 04:04:52
402,Saint-Pierre,-21.3393,55.4781,71.91,67,0,11.5,RE,2022-07-03 04:00:06
403,Pekan,3.4836,103.3996,88.27,58,90,4.5,MY,2022-07-03 04:02:48
404,Keetmanshoop,-26.5833,18.1333,55.35,45,0,4.52,NA,2022-07-03 04:00:20
405,Sabya,17.1495,42.6254,89.2,58,37,4.5,SA,2022-07-03 04:04:53
406,Talara,-4.5772,-81.2719,63.9,86,15,12.33,PE,2022-07-03 04:04:53
407,Corinto,37.9407,22.9573,81.41,51,0,9.24,GR,2022-07-03 04:01:31
408,Denizli,37.8402,29.0698,72.66,58,0,3.18,TR,2022-07-03 04:02:44
409,Velizh,55.6056,31.1967,67.89,85,97,2.51,RU,2022-07-03 04:05:54
410,Ngunguru,-35.6167,174.5,59.54,57,21,6.38,NZ,2022-07-03 04:05:54
411,Kemijarvi,66.7131,27.4306,66.69,85,61,6.62,FI,2022-07-03 04:05:55
412,Poum,-20.2333,164.0167,78.03,81,100,19.06,NC,2022-07-03 04:05:55
413,Punta Alta,-38.8759,-62.0736,43.41,44,4,13.87,AR,2022-07-03 04:05:55
414,Ilulissat,69.2167,-51.1,41.02,87,39,1.14,GL,2022-07-03 04:05:56
415,Castlegar,49.2998,-117.6689,69.1,53,72,3.15,CA,2022-07-03 04:02:04
416,Altay,47.8667,88.1167,68.47,29,2,6.55,CN,2022-07-03 04:02:35
417,Kota Kinabalu,5.9749,116.0724,89.58,66,20,3.44,MY,2022-07-03 04:01:43
418,Sobolevo,54.4299,31.8996,65.39,86,92,3.0,RU,2022-07-03 04:05:57
419,Smithers,54.7804,-127.1743,69.1,62,31,3.58,CA,2022-07-03 04:05:57
420,Dicabisagan,17.0818,122.4157,83.77,73,100,9.86,PH,2022-07-03 04:05:58
421,Pandan,14.0453,124.1694,81.7,82,100,8.32,PH,2022-07-03 04:05:58
422,Waipawa,-41.4122,175.5153,50.92,72,0,0.85,NZ,2022-07-03 04:05:58
423,Santa Isabel Do Rio Negro,-0.4139,-65.0192,72.21,99,62,2.68,BR,2022-07-03 04:05:58
424,Coffs Harbour,-30.3,153.1333,69.13,59,40,6.91,AU,2022-07-03 04:04:48
425,Magugu,-4.0167,35.7667,52.88,91,8,2.44,TZ,2022-07-03 04:03:37
426,Kaabong,3.4836,34.1492,60.46,88,68,1.43,UG,2022-07-03 04:05:59
427,Viedma,-40.8135,-62.9967,46.74,32,59,16.44,AR,2022-07-03 04:05:59
428,Eyl,7.9803,49.8164,78.08,65,100,30.8,SO,2022-07-03 04:03:37
429,Praia Da Vitoria,38.7333,-27.0667,65.75,83,83,9.08,PT,2022-07-03 04:06:00
430,Astoria,46.1879,-123.8313,59.7,82,100,6.91,US,2022-07-03 04:06:01
431,Ginda,30.6945,78.4932,77.49,67,74,3.06,IN,2022-07-03 04:06:02
432,Flinders,-34.5833,150.8552,61.38,85,100,5.01,AU,2022-07-03 04:04:06
433,Sambek,47.7431,39.8308,61.88,54,0,13.31,RU,2022-07-03 04:06:02
434,Kuito,-12.3833,16.9333,48.31,57,0,0.25,AO,2022-07-03 04:02:01
435,Sakakah,29.9697,40.2064,80.83,35,0,10.02,SA,2022-07-03 04:01:44
436,Kruisfontein,-34.0033,24.7314,56.88,85,91,3.89,ZA,2022-07-03 04:03:36
437,Guerrero Negro,27.9769,-114.0611,68.23,80,0,19.42,MX,2022-07-03 03:56:06
438,Labatlan,47.7473,18.4962,64.31,83,0,1.41,HU,2022-07-03 04:06:04
439,Tezu,27.9167,96.1667,89.82,62,99,4.0,IN,2022-07-03 04:06:04
440,Karachi,24.9056,67.0822,89.42,66,20,4.61,PK,2022-07-03 04:03:35
441,Kamenka,51.3223,42.7678,58.78,75,8,10.18,RU,2022-07-03 04:06:05
442,Kavaratti,10.5669,72.642,82.31,81,100,18.9,IN,2022-07-03 03:57:21
443,Plettenberg Bay,-34.0527,23.3716,56.14,84,13,1.57,ZA,2022-07-03 04:06:05
444,Lukovetskiy,64.2956,41.9211,62.46,57,3,2.13,RU,2022-07-03 04:06:06
445,Vila Velha,-20.3297,-40.2925,66.94,91,0,5.46,BR,2022-07-03 04:01:59
446,Biak,-0.9131,122.8766,84.02,68,54,3.24,ID,2022-07-03 04:06:06
447,Portel,-1.9356,-50.8211,73.17,96,86,3.69,BR,2022-07-03 04:03:03
448,Verkhoyansk,67.5447,133.385,81.43,31,88,6.67,RU,2022-07-03 04:06:07
449,Dunda,-8.1167,34.25,50.67,83,0,1.88,TZ,2022-07-03 04:06:07
450,Sabang,5.8933,95.3214,84.02,71,99,18.72,ID,2022-07-03 04:03:07
451,Pausesti,45.0667,24.1333,67.21,79,6,3.0,RO,2022-07-03 04:06:08
452,Kawalu,-7.3817,108.2082,84.81,66,65,3.87,ID,2022-07-03 04:03:20
453,Juneau,58.3019,-134.4197,75.2,84,20,4.61,US,2022-07-03 04:07:09
454,Leiyang,26.4024,112.8591,79.12,92,100,6.82,CN,2022-07-03 04:02:33
455,Parsabad,39.6482,47.9174,77.7,41,100,15.57,IR,2022-07-03 04:03:08
456,Tsumeb,-19.2333,17.7167,52.83,57,0,8.88,NA,2022-07-03 04:07:10
457,Douentza,14.9951,-2.9517,85.39,57,98,7.99,ML,2022-07-03 04:07:10
458,Ballina,-28.8667,153.5667,70.02,69,19,1.14,AU,2022-07-03 04:07:11
459,Solnechnyy,50.7214,136.6319,80.69,59,97,5.61,RU,2022-07-03 04:07:11
460,Fare,-16.7,-151.0167,78.24,69,0,13.82,PF,2022-07-03 04:07:11
461,Phan Thiet,10.9333,108.1,88.29,64,100,13.11,VN,2022-07-03 04:02:41
462,Kalaleh,37.3807,55.4916,74.5,69,54,15.12,IR,2022-07-03 04:07:12
463,Sihora,23.4833,80.1167,84.67,70,100,5.44,IN,2022-07-03 04:03:17
464,Marrakesh,31.6315,-8.0083,64.47,77,0,6.91,MA,2022-07-03 04:07:12
465,Oranjemund,-28.55,16.4333,54.54,90,1,4.0,NA,2022-07-03 04:07:13
466,Saskylakh,71.9167,114.0833,68.23,36,2,11.43,RU,2022-07-03 04:07:13
467,Tongchuan,35.0806,109.0897,84.06,46,0,7.74,CN,2022-07-03 04:07:14
468,Tilichiki,60.4667,166.1,50.43,78,98,3.94,RU,2022-07-03 04:07:14
469,Belle Glade,26.6845,-80.6676,83.05,83,99,8.57,US,2022-07-03 04:07:14
470,Touros,-5.1989,-35.4608,74.17,93,97,12.1,BR,2022-07-03 04:07:14
471,Atkarsk,51.8718,45.0078,62.04,77,71,13.58,RU,2022-07-03 04:07:15
472,Yar-Sale,66.8333,70.8333,45.75,67,97,19.35,RU,2022-07-03 04:07:15
473,Majene,-3.5403,118.9707,84.11,76,55,4.88,ID,2022-07-03 04:07:15
474,Sistranda,63.7256,8.834,58.96,83,70,11.88,NO,2022-07-03 04:04:05
475,Santa Vitoria Do Palmar,-33.5189,-53.3681,44.28,87,17,5.01,BR,2022-07-03 04:07:16
476,Seropedica,-22.7439,-43.7075,62.19,72,0,5.93,BR,2022-07-03 04:07:16
477,Dryden,49.7833,-92.7503,51.39,67,18,3.65,CA,2022-07-03 04:07:17
478,Savannah Bight,16.45,-85.85,80.65,75,100,15.59,HN,2022-07-03 04:07:17
479,Debre Birhan,9.6833,39.5333,53.31,81,100,3.09,ET,2022-07-03 04:07:17
480,Kuvandyk,51.4781,57.3552,62.69,64,100,10.31,RU,2022-07-03 04:02:27
481,Ushtobe,45.2514,77.9838,84.65,16,96,2.19,KZ,2022-07-03 04:07:18
482,Puerto Madryn,-42.7692,-65.0385,48.92,51,55,22.79,AR,2022-07-03 04:02:30
483,Yakeshi,49.2833,120.7333,93.76,24,43,5.14,CN,2022-07-03 04:02:37
484,Thai Binh,20.45,106.3333,91.08,62,99,4.03,VN,2022-07-03 04:07:19
485,Roald,62.5833,6.1333,61.9,67,40,9.22,NO,2022-07-03 04:07:19
486,Chongwe,-15.3292,28.682,50.52,95,1,5.12,ZM,2022-07-03 04:07:19
487,Cape Canaveral,28.4058,-80.6048,82.4,85,75,9.22,US,2022-07-03 04:02:43
488,Jinchang,38.4953,102.1739,84.06,21,83,13.65,CN,2022-07-03 04:02:34
489,Pacific Grove,36.6177,-121.9166,61.11,86,100,10.36,US,2022-07-03 04:07:20
490,Los Llanos De Aridane,28.6585,-17.9182,67.75,88,0,14.97,ES,2022-07-03 04:07:20
491,Trincomalee,8.5711,81.2335,87.28,65,66,16.42,LK,2022-07-03 04:03:11
492,Netishyn,50.34,26.6417,65.41,97,80,6.46,UA,2022-07-03 04:07:21
493,Roebourne,-20.7833,117.1333,71.11,23,1,22.44,AU,2022-07-03 04:07:22
494,Ormara,25.2088,64.6357,85.69,79,59,6.62,PK,2022-07-03 04:07:22
495,Aktash,50.3,87.7333,48.02,54,68,5.03,RU,2022-07-03 04:07:22
496,Anadyr,64.75,177.4833,44.01,93,100,15.01,RU,2022-07-03 04:07:23
497,New Glasgow,45.5834,-62.6486,67.78,96,97,11.7,CA,2022-07-03 04:07:23
498,San Cristobal,7.7669,-72.225,73.58,99,97,4.05,VE,2022-07-03 04:07:23
499,Buraydah,26.326,43.975,86.34,17,2,9.46,SA,2022-07-03 04:07:23
500,Itaituba,-4.2761,-55.9836,75.36,83,90,1.57,BR,2022-07-03 04:07:24
501,Yenagoa,4.9247,6.2642,72.93,96,94,3.18,NG,2022-07-03 04:07:24
502,Angoram,-4.0625,144.0661,92.55,48,75,1.43,PG,2022-07-03 04:07:24
503,Nioro,13.35,-15.75,77.59,78,93,2.44,GM,2022-07-03 04:08:25
504,Okhotsk,59.3833,143.3,64.9,53,9,8.03,RU,2022-07-03 04:08:25
505,Russell,32.3502,-85.1999,78.4,94,75,0.0,US,2022-07-03 04:08:25
506,Otofuke,42.9917,143.2003,87.55,62,67,10.11,JP,2022-07-03 04:07:50
507,Vila,42.0304,-8.1588,54.48,88,13,5.93,PT,2022-07-03 04:08:26
508,Varangaon,21.0167,75.9,81.81,74,97,10.0,IN,2022-07-03 04:08:26
509,Hirara,24.8,125.2833,84.22,73,93,14.38,JP,2022-07-03 04:08:26
510,Matay,28.419,30.7792,78.4,55,0,6.82,EG,2022-07-03 04:08:27
511,George Town,5.4112,100.3354,89.53,62,20,10.36,MY,2022-07-03 04:06:35
512,Aswan,24.0934,32.907,85.59,25,26,7.16,EG,2022-07-03 04:08:27
513,Atasu,48.6814,71.6433,79.0,20,10,6.53,KZ,2022-07-03 04:08:28
514,Staszow,50.5631,21.1659,64.62,87,100,5.68,PL,2022-07-03 04:08:28
515,Burgeo,47.6167,-57.6152,57.49,98,100,13.67,CA,2022-07-03 04:08:28
516,Eureka,40.8021,-124.1637,59.67,84,100,1.99,US,2022-07-03 04:08:29
517,Vilyuysk,63.7553,121.6247,85.14,38,4,10.4,RU,2022-07-03 04:08:29
518,Winschoten,53.1442,7.0347,59.99,72,81,6.6,NL,2022-07-03 04:08:29
519,Linxia,35.6003,103.2064,82.02,31,0,4.05,CN,2022-07-03 04:08:30
520,Zheshart,62.0731,49.5733,59.14,64,94,4.76,RU,2022-07-03 04:08:30
521,Hueytown,33.4512,-86.9967,78.87,89,0,3.44,US,2022-07-03 04:08:30
522,Urucara,-2.5364,-57.76,73.47,94,72,2.73,BR,2022-07-03 04:08:31
523,Great Yarmouth,52.6083,1.7305,56.44,90,14,8.5,GB,2022-07-03 04:08:31
524,Soyo,-6.1349,12.3689,72.3,81,100,9.57,AO,2022-07-03 04:08:31
525,Baykit,61.67,96.37,66.54,61,83,8.63,RU,2022-07-03 04:08:31
526,Mayo,38.8876,-76.5119,75.94,92,0,0.0,US,2022-07-03 04:08:32
527,Moerai,-22.4333,-151.3333,73.42,66,35,11.7,PF,2022-07-03 04:08:32
528,Buenos Aires,-34.6132,-58.3772,46.13,78,0,2.3,AR,2022-07-03 04:05:41
529,Paamiut,61.994,-49.6678,42.85,78,100,1.07,GL,2022-07-03 04:08:32
530,Vaitape,-16.5167,-151.75,79.07,65,17,14.32,PF,2022-07-03 04:08:33
531,Christchurch,-43.5333,172.6333,59.2,49,1,5.75,NZ,2022-07-03 04:08:22
532,Dukat,62.55,155.55,46.35,90,100,3.87,RU,2022-07-03 04:08:33
533,Maridi,4.9158,29.4742,64.35,99,18,4.79,SS,2022-07-03 04:08:33
534,Tyshkivka,48.4967,30.9423,62.64,49,90,2.24,UA,2022-07-03 04:08:34
535,Cooma,-36.2333,149.1333,44.37,100,100,12.66,AU,2022-07-03 04:05:00
536,Kamaishi,39.2667,141.8833,84.87,59,100,4.21,JP,2022-07-03 04:08:35
537,Sao Filipe,14.8961,-24.4956,72.81,75,10,10.67,CV,2022-07-03 04:08:35
538,Akyab,20.15,92.9,82.9,81,97,12.15,MM,2022-07-03 04:08:35
539,Santa Fe,-31.6333,-60.7,51.01,64,2,5.01,AR,2022-07-03 04:08:35
540,Latung,5.5,120.8833,83.17,77,85,2.33,PH,2022-07-03 04:08:36
541,Port Macquarie,-31.4333,152.9167,68.9,62,14,4.97,AU,2022-07-03 04:08:19
542,Mbandaka,0.0487,18.2603,67.75,92,88,2.8,CD,2022-07-03 04:08:36
543,San Quintin,30.4833,-115.95,66.04,83,0,16.28,MX,2022-07-03 04:08:36
544,Watertown,42.3709,-71.1828,71.98,90,0,8.01,US,2022-07-03 04:08:37
545,Kizukuri,40.8061,140.3861,89.94,67,43,12.46,JP,2022-07-03 04:08:38
546,Mailsi,29.8003,72.1758,100.11,40,57,6.08,PK,2022-07-03 04:08:38
547,Dangriga,16.9692,-88.2321,80.94,82,100,14.5,BZ,2022-07-03 04:08:38
548,Tutoia,-2.7619,-42.2744,77.02,89,76,12.17,BR,2022-07-03 04:08:39
549,Tigre,-34.426,-58.5796,46.4,100,5,2.3,AR,2022-07-03 04:08:39
550,Mandera,3.9366,41.867,73.0,65,47,20.38,KE,2022-07-03 04:08:39
551,Te Anau,-45.4167,167.7167,48.09,79,72,8.03,NZ,2022-07-03 04:08:40
552,Banjar,-8.19,114.9675,86.63,68,48,3.62,ID,2022-07-03 04:09:40
553,Batagay-Alyta,67.8006,130.4114,77.54,28,100,5.26,RU,2022-07-03 04:09:40
554,La Rioja,42.25,-2.5,55.18,90,11,0.98,ES,2022-07-03 04:09:41
555,Mount Gambier,-37.8333,140.7667,53.35,61,92,8.39,AU,2022-07-03 04:09:41
556,Mehran,33.1222,46.1646,92.1,19,0,12.26,IR,2022-07-03 04:09:41
557,Kasongo-Lunda,-6.4667,16.8167,64.62,45,1,2.08,CD,2022-07-03 04:09:42
558,Pleshanovo,52.8333,53.4833,59.18,87,100,8.57,RU,2022-07-03 04:09:42
559,Pervomayskoye,43.919,46.7102,69.66,42,0,23.53,RU,2022-07-03 04:09:42
560,Kysyl-Syr,63.8986,122.7617,84.54,38,4,9.84,RU,2022-07-03 04:09:43
561,Pacifica,37.6138,-122.4869,60.53,92,100,16.11,US,2022-07-03 04:09:43
562,San Policarpo,12.1791,125.5072,85.5,71,90,7.45,PH,2022-07-03 04:09:43
563,Cabedelo,-6.9811,-34.8339,74.07,83,78,16.33,BR,2022-07-03 04:09:44
564,Vila Franca Do Campo,37.7167,-25.4333,67.19,90,39,8.12,PT,2022-07-03 04:09:44
565,Le Port,-20.9373,55.2919,72.25,50,10,6.26,RE,2022-07-03 04:09:45
566,San Jeronimo,-11.9472,-75.2829,44.8,77,86,2.53,PE,2022-07-03 04:09:45
567,Cabinda,-5.55,12.2,71.11,90,99,6.78,AO,2022-07-03 04:09:45
568,Morondava,-20.2833,44.2833,64.9,80,1,11.01,MG,2022-07-03 04:09:46
569,Kibondo,-3.5864,30.7203,53.85,66,34,2.26,TZ,2022-07-03 04:09:46
570,Komsomolskiy,40.4272,71.7189,84.92,26,0,4.61,UZ,2022-07-03 04:09:46
571,Padang,-0.9492,100.3543,84.25,62,90,4.14,ID,2022-07-03 04:07:08
572,Ileza,61.0533,43.9002,60.98,70,7,4.12,RU,2022-07-03 04:09:47
573,Puerto Narino,-3.7703,-70.3831,72.99,96,99,0.31,CO,2022-07-03 04:09:47
574,Cache Creek,50.8101,-121.3246,67.91,51,98,2.04,CA,2022-07-03 04:09:48
575,Slave Lake,55.2834,-114.769,52.79,71,15,2.15,CA,2022-07-03 04:09:48
576,Bintulu,3.1667,113.0333,87.57,59,39,5.14,MY,2022-07-03 04:05:02
577,Bronnoysund,65.4625,12.1997,59.0,82,1,3.44,NO,2022-07-03 04:09:04
578,Forest Grove,45.5198,-123.1107,67.91,71,75,12.66,US,2022-07-03 04:09:49
579,Along,28.1667,94.7667,91.04,58,76,2.3,IN,2022-07-03 04:09:49
580,Saint-Georges,12.0564,-61.7485,79.63,83,36,18.45,GD,2022-07-03 04:09:50
581,Kalmunai,7.4167,81.8167,87.87,59,37,4.41,LK,2022-07-03 04:08:27
582,Port Shepstone,-30.7414,30.455,62.73,40,0,8.66,ZA,2022-07-03 04:09:50
583,Rafaela,-31.2503,-61.4867,48.97,43,6,5.26,AR,2022-07-03 04:09:51
584,Birao,10.2849,22.7882,71.87,91,100,4.16,CF,2022-07-03 04:09:51
585,Praia,14.9215,-23.5087,72.12,79,37,13.96,CV,2022-07-03 04:09:51
586,Black River,18.0264,-77.8487,77.34,88,85,6.29,JM,2022-07-03 04:09:51
587,Mailani,28.2833,80.35,93.6,53,64,6.11,IN,2022-07-03 04:09:52
588,Yaan,7.3833,8.5667,70.83,96,94,4.05,NG,2022-07-03 04:09:52
589,Galveston,29.3669,-94.9669,84.06,86,0,4.0,US,2022-07-03 04:06:30
